"filename", "language", "Markdown", "JSON", "YAML", "XML", "PHP", "PostCSS", "HTML", "JavaScript JSX", "Docker", "MS SQL", "comment", "blank", "total"
"/Users/msierradiego/Proyecto1/App/vendor/league/plates/src/Template/Folder.php", "PHP", 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 48, 17, 110
"/Users/msierradiego/Proyecto1/App/vendor/league/plates/src/Template/Folders.php", "PHP", 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 29, 13, 76
"/Users/msierradiego/Proyecto1/App/vendor/league/plates/src/Template/Func.php", "PHP", 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 40, 16, 110
"/Users/msierradiego/Proyecto1/App/vendor/league/plates/src/Template/Functions.php", "PHP", 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 28, 13, 79
"/Users/msierradiego/Proyecto1/App/vendor/league/plates/src/Template/Name.php", "PHP", 0, 0, 0, 0, 103, 0, 0, 0, 0, 0, 72, 32, 207
"/Users/msierradiego/Proyecto1/App/vendor/league/plates/src/Template/ResolveTemplatePath.php", "PHP", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 3, 4, 14
"/Users/msierradiego/Proyecto1/App/vendor/league/plates/src/Template/ResolveTemplatePath/NameAndFolderResolveTemplatePath.php", "PHP", 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 1, 5, 21
"/Users/msierradiego/Proyecto1/App/vendor/league/plates/src/Template/ResolveTemplatePath/ThemeResolveTemplatePath.php", "PHP", 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 7, 42
"/Users/msierradiego/Proyecto1/App/vendor/league/plates/src/Template/Template.php", "PHP", 0, 0, 0, 0, 189, 0, 0, 0, 0, 0, 142, 54, 385
"/Users/msierradiego/Proyecto1/App/vendor/league/plates/src/Template/Theme.php", "PHP", 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 9, 14, 81
"/Users/msierradiego/Proyecto1/App/vendor/masterminds/html5/README.md", "Markdown", 207, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 271
"/Users/msierradiego/Proyecto1/App/vendor/masterminds/html5/RELEASE.md", "Markdown", 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 158
